srcip,dstip,proto,dur,sbytes,dbytes,service,attack_cat,label
59.166.0.0,149.171.126.2,udp,0.00111,146,178,dns,,0
59.166.0.7,149.171.126.2,udp,0.001076,146,178,dns,,0
59.166.0.8,149.171.126.1,tcp,0.098858,37460,3380,smtp,,0
59.166.0.0,149.171.126.8,tcp,0.055496,652,5624,-,,0
59.166.0.2,149.171.126.2,tcp,0.317247,8928,320,ftp-data,,0
59.166.0.7,149.171.126.8,tcp,0.785809,7818,15328,-,,0
59.166.0.9,149.171.126.5,tcp,0.005208,2158,1918,-,,0
59.166.0.1,149.171.126.7,tcp,0.121384,3002,21610,-,,0
59.166.0.4,149.171.126.4,udp,0.000995,146,178,dns,,0
59.166.0.9,149.171.126.4,tcp,0.024165,3598,49642,-,,0
59.166.0.9,149.171.126.6,udp,0.004745,568,304,-,,0
59.166.0.2,149.171.126.2,tcp,0.005729,1958,2308,-,,0
59.166.0.3,149.171.126.6,tcp,0.254292,1958,2412,-,,0
59.166.0.0,149.171.126.1,udp,0.001057,146,178,dns,,0
59.166.0.9,149.171.126.6,tcp,1.161897,1684,10168,http,,0
59.166.0.3,149.171.126.4,udp,0.441169,568,312,-,,0
59.166.0.6,149.171.126.2,tcp,0.01685,2958,32650,-,,0
59.166.0.9,149.171.126.4,tcp,0.022567,37998,3276,smtp,,0
59.166.0.5,149.171.126.6,tcp,0.069165,2958,33060,-,,0
59.166.0.1,149.171.126.4,tcp,0.048677,2750,27344,-,,0
59.166.0.1,149.171.126.1,udp,0.001197,146,178,dns,,0
59.166.0.5,149.171.126.6,udp,0.001063,146,178,-,,0
59.166.0.3,149.171.126.7,tcp,0.101982,3926,53634,-,,0
59.166.0.3,149.171.126.4,udp,0.001211,146,178,dns,,0
59.166.0.4,149.171.126.7,udp,0.001065,146,178,dns,,0
59.166.0.4,149.171.126.8,udp,0.001985,536,304,-,,0
59.166.0.7,149.171.126.2,tcp,0.123339,320,1924,ftp-data,,0
59.166.0.8,149.171.126.2,tcp,0.021111,1052,822,http,,0
59.166.0.1,149.171.126.9,udp,0.001043,146,178,dns,,0
59.166.0.9,149.171.126.7,tcp,1.024068,1684,10168,http,,0
59.166.0.0,149.171.126.3,tcp,0.007063,2062,2308,-,,0
59.166.0.5,149.171.126.4,udp,0.36613,568,304,-,,0
59.166.0.7,149.171.126.4,tcp,0.040827,3510,45854,-,,0
59.166.0.0,149.171.126.6,tcp,0.029783,37320,3380,smtp,,0
59.166.0.4,149.171.126.2,tcp,0.85062,2934,3740,ftp,,0
59.166.0.8,149.171.126.8,tcp,0.22068,37462,3380,smtp,,0
59.166.0.2,149.171.126.7,udp,0.001058,130,162,dns,,0
59.166.0.2,149.171.126.2,tcp,0.018972,2334,16734,-,,0
59.166.0.5,149.171.126.4,tcp,0.145707,8928,424,-,,0
175.45.176.2,149.171.126.17,tcp,2.044663,1100,354,-,Exploits,1
59.166.0.1,149.171.126.3,tcp,0.018297,2854,30384,-,,0
59.166.0.7,149.171.126.8,tcp,0.017897,1540,1644,-,,0
59.166.0.1,149.171.126.5,tcp,0.704353,4984,3080,-,,0
59.166.0.7,149.171.126.1,udp,0.001013,146,178,dns,,0
59.166.0.1,149.171.126.6,tcp,0.007966,4040,2456,-,,0
59.166.0.6,149.171.126.6,udp,0.004801,568,304,-,,0
59.166.0.9,149.171.126.3,tcp,1.069907,1684,10168,http,,0
175.45.176.1,149.171.126.12,unas,3e-06,200,0,-,Exploits,1
59.166.0.2,149.171.126.2,udp,0.00112,130,162,dns,,0
59.166.0.8,149.171.126.2,tcp,0.005974,2128,4312,-,,0
59.166.0.7,149.171.126.3,tcp,0.027013,3806,54798,-,,0
59.166.0.4,149.171.126.3,tcp,0.008698,4304,2456,-,,0
59.166.0.3,149.171.126.4,tcp,1.006282,1580,10168,http,,0
59.166.0.2,149.171.126.9,tcp,1.005752,1580,10168,http,,0
175.45.176.1,149.171.126.18,udp,3e-06,114,0,dns,Generic,1
59.166.0.8,149.171.126.3,tcp,0.155449,320,1888,ftp-data,,0
59.166.0.4,149.171.126.5,udp,0.000954,130,162,dns,,0
59.166.0.7,149.171.126.5,udp,0.001096,146,178,dns,,0
59.166.0.7,149.171.126.4,udp,0.001088,146,178,dns,,0
59.166.0.2,149.171.126.3,tcp,0.053262,4238,62112,-,,0
59.166.0.9,149.171.126.0,udp,0.000997,146,178,dns,,0
59.166.0.3,149.171.126.2,tcp,0.380603,1540,1644,-,,0
175.45.176.1,149.171.126.10,tcp,0.44741,814,4258,http,Exploits,1
59.166.0.4,149.171.126.3,tcp,0.036034,4862,76262,-,,0
59.166.0.5,149.171.126.4,udp,0.00107,146,178,-,,0
59.166.0.9,149.171.126.7,udp,0.001118,146,178,dns,,0
59.166.0.1,149.171.126.2,tcp,0.288352,12830,548216,-,,0
59.166.0.6,149.171.126.0,tcp,5.947658,25472,1094788,-,,0
59.166.0.2,149.171.126.3,tcp,0.625809,7808,15014,-,,0
59.166.0.2,149.171.126.5,tcp,0.486473,3210,27552,-,,0
59.166.0.3,149.171.126.0,tcp,0.105978,2974,33374,-,,0
59.166.0.5,149.171.126.0,udp,0.001045,130,162,-,,0
59.166.0.9,149.171.126.3,tcp,4.804593,2934,3742,ftp,,0
59.166.0.4,149.171.126.4,tcp,0.004228,1036,2262,-,,0
59.166.0.0,149.171.126.7,tcp,0.065796,3614,49036,-,,0
59.166.0.9,149.171.126.3,tcp,1.005941,1684,10168,http,,0
59.166.0.0,149.171.126.6,tcp,0.453916,1470,1728,-,,0
59.166.0.1,149.171.126.1,tcp,0.323999,4550,72164,-,,0
59.166.0.4,149.171.126.6,tcp,0.021435,2438,15996,-,,0
59.166.0.4,149.171.126.9,tcp,0.004643,320,1878,-,,0
59.166.0.6,149.171.126.1,tcp,1.00503,1684,10168,http,,0
59.166.0.1,149.171.126.1,tcp,0.036293,3062,32546,-,,0
59.166.0.9,149.171.126.7,tcp,1.484943,1684,10168,-,,0
59.166.0.5,149.171.126.5,udp,0.037155,544,304,-,,0
59.166.0.2,149.171.126.7,tcp,0.681952,12472,12716,-,,0
59.166.0.1,149.171.126.1,tcp,0.02685,3286,38534,-,,0
59.166.0.0,149.171.126.5,tcp,8.850928,18786,1087890,http,,0
59.166.0.6,149.171.126.0,tcp,0.017875,2230,12896,-,,0
59.166.0.9,149.171.126.9,tcp,0.01732,1920,4312,-,,0
59.166.0.5,149.171.126.8,tcp,0.040093,3390,42312,-,,0
59.166.0.9,149.171.126.2,tcp,0.014956,1540,1644,-,,0
59.166.0.1,149.171.126.7,tcp,0.221211,4848,2768,-,,0
59.166.0.1,149.171.126.3,udp,0.001113,146,178,dns,,0
59.166.0.5,149.171.126.8,udp,0.004622,568,304,-,,0
59.166.0.4,149.171.126.2,tcp,1.247625,2934,3742,ftp,,0
59.166.0.7,149.171.126.2,tcp,1.17876,2158,2582,-,,0
59.166.0.3,149.171.126.6,tcp,0.273464,3614,49036,-,,0
59.166.0.7,149.171.126.8,tcp,0.019404,1540,1644,-,,0
59.166.0.6,149.171.126.2,udp,0.001109,146,178,dns,,0
175.45.176.3,149.171.126.19,tcp,1.042027,986,86,-,,0
175.45.176.2,149.171.126.12,udp,1.1e-05,104,0,-, Fuzzers,1
59.166.0.5,149.171.126.8,tcp,1.139751,1684,10168,http,,0
59.166.0.3,149.171.126.1,udp,0.001064,146,178,dns,,0
59.166.0.2,149.171.126.4,tcp,0.334256,320,1842,-,,0
59.166.0.5,149.171.126.9,tcp,0.860693,7818,15172,-,,0
59.166.0.8,149.171.126.4,tcp,0.015924,2766,28892,-,,0
59.166.0.2,149.171.126.9,udp,0.000968,146,178,dns,,0
59.166.0.6,149.171.126.2,tcp,0.217766,2438,19502,-,,0
59.166.0.0,149.171.126.7,tcp,0.144053,2958,32586,-,,0
59.166.0.9,149.171.126.1,tcp,0.005396,424,8824,ftp-data,,0
59.166.0.1,149.171.126.5,tcp,0.025649,2854,27174,-,,0
59.166.0.6,149.171.126.2,tcp,0.462758,37272,3380,-,,0
59.166.0.7,149.171.126.3,tcp,0.007695,1920,4312,-,,0
59.166.0.6,149.171.126.7,udp,0.338143,528,304,-,,0
59.166.0.3,149.171.126.6,tcp,0.003878,1036,824,http,,0
59.166.0.0,149.171.126.6,tcp,1.928891,30990,2820,smtp,,0
59.166.0.0,149.171.126.2,tcp,8.37029,17954,1081890,http,,0
59.166.0.6,149.171.126.4,udp,0.036085,536,304,-,,0
59.166.0.7,149.171.126.0,tcp,0.005888,4064,2456,-,,0
59.166.0.9,149.171.126.9,tcp,1.038872,12830,548216,-,,0
175.45.176.1,149.171.126.12,tlsp,4e-06,200,0,-,DoS,1
59.166.0.5,149.171.126.5,tcp,0.059082,3614,43086,-,,0
59.166.0.2,149.171.126.4,tcp,1.126827,10336,12452,ssh,,0
59.166.0.0,149.171.126.6,tcp,1.00566,1684,10168,http,,0
59.166.0.2,149.171.126.9,tcp,0.037338,4222,63402,-,,0
59.166.0.2,149.171.126.5,tcp,4.648662,17090,725686,-,,0
59.166.0.8,149.171.126.0,tcp,0.014916,2230,14994,-,,0
59.166.0.4,149.171.126.5,tcp,1.066808,2934,3738,ftp,,0
59.166.0.1,149.171.126.6,tcp,0.028673,3614,47774,-,,0
59.166.0.4,149.171.126.7,tcp,0.017958,2958,31784,-,,0
59.166.0.0,149.171.126.2,tcp,1.005939,1580,10168,http,,0
59.166.0.5,149.171.126.2,tcp,0.223287,8928,320,ftp-data,,0
59.166.0.2,149.171.126.6,tcp,1.509387,13142,548216,-,,0
59.166.0.9,149.171.126.9,tcp,16.862667,60254,73166,-,,0
59.166.0.0,149.171.126.4,tcp,1.526335,5928,8010,ssh,,0
59.166.0.6,149.171.126.9,udp,0.005386,568,320,-,,0
59.166.0.2,149.171.126.9,tcp,1.600679,19722,1075890,-,,0
149.171.126.1,59.166.0.1,tcp,0.019019,8872,520,-,,0
59.166.0.9,149.171.126.9,udp,0.001036,146,178,dns,,0
59.166.0.8,149.171.126.3,udp,0.001016,130,162,dns,,0
59.166.0.3,149.171.126.4,tcp,0.176656,2934,3742,-,,0
59.166.0.1,149.171.126.1,udp,0.001106,146,178,-,,0
59.166.0.1,149.171.126.4,tcp,0.121753,5174,91160,-,,0
59.166.0.6,149.171.126.0,tcp,1.005041,1580,10168,-,,0
59.166.0.3,149.171.126.1,tcp,0.032006,2766,25742,-,,0
10.40.170.2,10.40.170.2,arp,0.0,46,0,-,,0
175.45.176.1,149.171.126.18,udp,1.1e-05,114,0,dns,Generic,1
59.166.0.0,149.171.126.9,udp,0.001827,520,304,-,,0
59.166.0.4,149.171.126.6,udp,0.284339,568,312,-,,0
59.166.0.6,149.171.126.4,tcp,0.031078,2646,24330,-,,0
59.166.0.3,149.171.126.1,tcp,0.237098,4550,67380,-,,0
59.166.0.1,149.171.126.6,tcp,0.004217,1036,2262,-,,0
59.166.0.5,149.171.126.4,tcp,0.022746,37242,3380,-,,0
59.166.0.5,149.171.126.2,tcp,0.005434,1958,2308,-,,0
175.45.176.1,149.171.126.18,udp,3e-06,114,0,dns,Generic,1
59.166.0.3,149.171.126.4,tcp,0.079016,4222,61786,-,,0
59.166.0.8,149.171.126.1,tcp,0.020976,2646,21834,-,,0
59.166.0.2,149.171.126.7,tcp,0.015824,2854,30384,-,,0
59.166.0.4,149.171.126.3,udp,0.001661,536,304,-,,0
59.166.0.5,149.171.126.5,tcp,0.025809,2934,3742,ftp,,0
59.166.0.1,149.171.126.2,udp,0.004759,568,304,-,,0
59.166.0.1,149.171.126.8,tcp,0.013771,1540,1644,-,,0
59.166.0.4,149.171.126.5,tcp,1.005441,1476,10064,http,,0
59.166.0.6,149.171.126.6,tcp,0.029878,4238,60892,-,,0
59.166.0.2,149.171.126.5,tcp,0.084101,1540,1644,-,,0
59.166.0.4,149.171.126.6,tcp,0.025004,2934,3742,ftp,,0
59.166.0.2,149.171.126.4,tcp,0.125438,4222,61786,-,,0
59.166.0.4,149.171.126.9,udp,0.005065,568,320,-,,0
59.166.0.7,149.171.126.9,tcp,0.018843,2558,23002,-,,0
59.166.0.6,149.171.126.5,tcp,0.036674,2646,26060,-,,0
59.166.0.3,149.171.126.3,tcp,0.890077,3744,19084,-,,0
59.166.0.3,149.171.126.9,udp,0.001147,146,178,dns,,0
59.166.0.2,149.171.126.5,tcp,0.074062,3302,35400,-,,0
59.166.0.1,149.171.126.2,tcp,0.037936,2974,33882,-,,0
59.166.0.8,149.171.126.4,tcp,0.02794,2974,33374,-,,0
59.166.0.6,149.171.126.3,udp,0.035111,528,304,-,,0
59.166.0.9,149.171.126.0,udp,0.001785,528,304,-,,0
59.166.0.5,149.171.126.8,udp,0.000951,146,178,dns,,0
59.166.0.4,149.171.126.9,tcp,0.00658,2158,2464,-,,0
59.166.0.7,149.171.126.5,udp,0.07225,568,312,-,,0
59.166.0.8,149.171.126.4,tcp,0.033563,37228,3380,smtp,,0
59.166.0.0,149.171.126.9,tcp,0.599374,3116,2384,-,,0
59.166.0.3,149.171.126.8,udp,0.001104,146,178,dns,,0
59.166.0.4,149.171.126.9,tcp,0.965236,37252,3380,-,,0
59.166.0.9,149.171.126.9,tcp,0.057813,2750,27174,-,,0
59.166.0.5,149.171.126.0,tcp,0.403556,11272,447154,-,,0
59.166.0.8,149.171.126.5,udp,0.001028,146,178,dns,,0
59.166.0.8,149.171.126.3,udp,0.001058,130,162,dns,,0
59.166.0.7,149.171.126.2,tcp,0.005897,2158,2464,-,,0
59.166.0.9,149.171.126.0,tcp,0.189895,320,1296,-,,0
59.166.0.5,149.171.126.1,udp,0.001035,146,178,dns,,0
59.166.0.7,149.171.126.3,tcp,1.040075,1580,10168,http,,0
59.166.0.5,149.171.126.7,udp,0.007409,146,178,dns,,0
59.166.0.7,149.171.126.3,tcp,0.004248,1036,2262,-,,0
59.166.0.6,149.171.126.4,udp,0.002539,528,304,-,,0
59.166.0.2,149.171.126.1,tcp,0.0334,7816,15296,-,,0
59.166.0.1,149.171.126.6,udp,0.001043,130,162,dns,,0
175.45.176.1,149.171.126.13,udp,4e-06,78,0,-,,0
59.166.0.2,149.171.126.2,udp,0.000882,146,178,dns,,0
59.166.0.1,149.171.126.0,udp,0.001029,146,178,dns,,0
59.166.0.0,149.171.126.8,tcp,0.006055,3728,5474,ssh,,0
59.166.0.9,149.171.126.0,tcp,0.358889,4624,3080,-,,0
59.166.0.4,149.171.126.9,udp,0.001085,130,162,dns,,0
59.166.0.2,149.171.126.1,udp,0.001065,146,178,dns,,0
59.166.0.6,149.171.126.9,tcp,1.749179,8928,320,-,,0
59.166.0.2,149.171.126.4,tcp,1.327642,19410,1087890,-,,0
59.166.0.1,149.171.126.3,tcp,0.031966,3494,41228,-,,0
59.166.0.8,149.171.126.5,udp,0.001243,146,178,dns,,0
59.166.0.0,149.171.126.8,udp,0.001004,146,178,dns,,0
59.166.0.3,149.171.126.2,udp,0.068071,544,304,-,,0
59.166.0.1,149.171.126.6,tcp,0.016917,2646,25418,-,,0
59.166.0.4,149.171.126.5,udp,0.151281,568,312,-,,0
59.166.0.4,149.171.126.1,tcp,1.288088,7818,16448,-,,0
59.166.0.3,149.171.126.7,tcp,0.356513,37184,3276,smtp,,0
175.45.176.1,149.171.126.12,uti,6e-06,200,0,-, Fuzzers,1
59.166.0.3,149.171.126.5,udp,0.001093,146,178,dns,,0
59.166.0.9,149.171.126.2,udp,0.123264,568,304,-,,0
59.166.0.9,149.171.126.3,tcp,2.268629,13350,548216,-,,0
59.166.0.3,149.171.126.6,tcp,0.79293,7806,16008,-,,0
59.166.0.1,149.171.126.0,tcp,1.005727,1580,10168,http,,0
59.166.0.8,149.171.126.6,tcp,0.126139,37462,3380,smtp,,0
175.45.176.3,149.171.126.18,tcp,0.632842,96,182,-, Fuzzers,1
59.166.0.4,149.171.126.3,tcp,0.01788,2334,12792,-,,0
59.166.0.9,149.171.126.9,udp,0.005076,568,312,-,,0
59.166.0.3,149.171.126.2,tcp,8.09353,27896,1221072,-,,0
59.166.0.5,149.171.126.8,tcp,0.10502,4222,63402,-,,0
59.166.0.8,149.171.126.9,tcp,0.008914,2230,15236,-,,0
59.166.0.9,149.171.126.4,tcp,0.023455,37320,3276,smtp,,0
59.166.0.7,149.171.126.3,tcp,0.047131,3390,42510,-,,0
59.166.0.0,149.171.126.8,tcp,0.017965,2230,14740,-,,0
59.166.0.4,149.171.126.4,tcp,0.061702,2974,30814,-,,0
59.166.0.6,149.171.126.3,tcp,0.02971,37424,3380,smtp,,0
59.166.0.0,149.171.126.7,tcp,0.009053,2230,13500,-,,0
59.166.0.2,149.171.126.9,tcp,32.437935,18942,1026390,-,,0
59.166.0.5,149.171.126.9,udp,0.001124,130,162,dns,,0
59.166.0.9,149.171.126.8,tcp,3.54161,13142,548216,-,,0
59.166.0.8,149.171.126.8,udp,0.001632,536,304,-,,0
59.166.0.9,149.171.126.1,tcp,1.511937,1684,10168,http,,0
59.166.0.9,149.171.126.8,tcp,0.047828,2870,27384,-,,0
59.166.0.7,149.171.126.0,tcp,0.006181,4512,2456,-,,0
59.166.0.5,149.171.126.4,tcp,0.832461,2934,3742,ftp,,0
59.166.0.5,149.171.126.1,tcp,0.017876,3302,35400,-,,0
59.166.0.8,149.171.126.6,tcp,0.033034,2854,31538,-,,0
59.166.0.4,149.171.126.2,udp,0.012314,536,304,-,,0
59.166.0.5,149.171.126.5,udp,0.000931,146,178,dns,,0
59.166.0.4,149.171.126.3,tcp,0.034011,2542,23278,-,,0
59.166.0.1,149.171.126.7,tcp,1.070068,10582,15846,-,,0
59.166.0.4,149.171.126.3,tcp,0.156944,9400,12298,ssh,,0
59.166.0.3,149.171.126.5,tcp,0.002849,320,1854,-,,0
175.45.176.1,149.171.126.18,udp,3e-06,114,0,dns,Generic,1
59.166.0.3,149.171.126.8,tcp,0.846665,2934,3742,ftp,,0
59.166.0.1,149.171.126.9,tcp,0.564517,4392,3080,-,,0
59.166.0.0,149.171.126.0,tcp,0.028905,4014,57846,-,,0
59.166.0.4,149.171.126.6,udp,0.001085,146,178,-,,0
59.166.0.6,149.171.126.8,tcp,1.104885,1580,10168,http,,0
59.166.0.8,149.171.126.9,tcp,0.005837,1920,4312,-,,0
10.40.85.1,224.0.0.5,ospf,0.0,384,0,-,,0
59.166.0.0,149.171.126.1,tcp,1.208889,1684,10168,http,,0
59.166.0.7,149.171.126.1,udp,0.001002,130,162,dns,,0
59.166.0.9,149.171.126.0,tcp,0.004267,1064,2260,-,,0
59.166.0.1,149.171.126.5,tcp,1.006018,1684,10168,http,,0
59.166.0.5,149.171.126.8,udp,0.005835,568,320,-,,0
59.166.0.6,149.171.126.8,udp,0.001091,146,178,-,,0
59.166.0.7,149.171.126.6,tcp,1.005114,1580,10168,http,,0
59.166.0.6,149.171.126.9,tcp,0.019598,3182,38534,-,,0
59.166.0.2,149.171.126.3,tcp,0.399493,37502,3380,smtp,,0
59.166.0.3,149.171.126.6,tcp,0.046013,3614,45396,-,,0
59.166.0.1,149.171.126.0,tcp,0.002418,216,216,-,,0
59.166.0.5,149.171.126.4,udp,0.001558,130,162,dns,,0
59.166.0.6,149.171.126.6,tcp,0.032651,2334,17532,-,,0
59.166.0.8,149.171.126.8,tcp,0.004657,1470,1728,-,,0
59.166.0.4,149.171.126.9,udp,0.001106,132,164,dns,,0
59.166.0.6,149.171.126.3,tcp,0.014138,1540,1644,-,,0
175.45.176.0,149.171.126.17,tcp,1.129873,344,258,-,,0
59.166.0.5,149.171.126.9,tcp,1.291642,19514,1087890,http,,0
59.166.0.7,149.171.126.4,tcp,0.353326,4440,3080,-,,0
59.166.0.0,149.171.126.0,udp,0.001025,146,178,dns,,0
59.166.0.6,149.171.126.4,udp,0.004863,568,320,-,,0
59.166.0.3,149.171.126.2,udp,0.001028,146,178,dns,,0
59.166.0.2,149.171.126.6,tcp,0.089071,2230,15228,-,,0
59.166.0.1,149.171.126.0,tcp,0.006674,1920,4312,-,,0
59.166.0.1,149.171.126.1,tcp,0.380871,5048,3080,-,,0
59.166.0.9,149.171.126.9,udp,0.002398,146,178,-,,0
59.166.0.8,149.171.126.5,tcp,0.105958,4014,57836,-,,0
59.166.0.5,149.171.126.3,tcp,4.957996,13662,548216,-,,0
59.166.0.9,149.171.126.5,tcp,0.00509,1040,824,http,,0
59.166.0.0,149.171.126.7,tcp,0.052034,3702,45354,-,,0
59.166.0.2,149.171.126.3,tcp,0.043551,3806,53008,-,,0
59.166.0.2,149.171.126.8,tcp,3.044913,2934,3742,ftp,,0
59.166.0.9,149.171.126.4,udp,0.001042,146,178,dns,,0
59.166.0.9,149.171.126.5,tcp,0.021957,12472,12820,-,,0
59.166.0.4,149.171.126.5,udp,0.001205,146,178,dns,,0
59.166.0.7,149.171.126.9,tcp,0.004794,424,8824,ftp-data,,0
59.166.0.9,149.171.126.0,tcp,1.14006,1684,10168,http,,0
59.166.0.1,149.171.126.7,tcp,0.029903,4222,61786,-,,0
59.166.0.1,149.171.126.2,tcp,0.135084,1958,2308,-,,0
59.166.0.4,149.171.126.3,udp,0.001085,130,162,dns,,0
175.45.176.1,149.171.126.18,tcp,1.993595,564,354,-,Reconnaissance,1
59.166.0.3,149.171.126.4,tcp,0.018983,2750,27344,-,,0
59.166.0.2,149.171.126.8,tcp,0.111807,3728,5474,ssh,,0
59.166.0.6,149.171.126.9,tcp,0.341215,4824,2976,-,,0
59.166.0.1,149.171.126.3,udp,0.00164,512,304,-,,0
59.166.0.0,149.171.126.4,tcp,0.004771,3872,2456,-,,0
59.166.0.7,149.171.126.0,tcp,0.033255,2934,3742,ftp,,0
59.166.0.5,149.171.126.3,tcp,1.129017,1684,10168,-,,0
59.166.0.8,149.171.126.8,tcp,0.75078,7806,14704,-,,0
59.166.0.6,149.171.126.5,udp,0.001059,130,162,dns,,0
59.166.0.3,149.171.126.8,tcp,0.010587,2054,2478,-,,0
59.166.0.8,149.171.126.5,tcp,0.005323,320,1886,ftp-data,,0
59.166.0.7,149.171.126.6,tcp,3.038416,10752,460068,-,,0
59.166.0.8,149.171.126.0,tcp,0.305726,3728,5474,ssh,,0
59.166.0.4,149.171.126.4,tcp,0.405367,1540,1644,-,,0
59.166.0.5,149.171.126.4,tcp,1.006859,1684,10168,http,,0
59.166.0.2,149.171.126.1,tcp,0.015177,2766,24004,-,,0
59.166.0.0,149.171.126.2,tcp,0.202005,4222,61786,-,,0
59.166.0.8,149.171.126.4,udp,0.001075,146,178,-,,0
59.166.0.3,149.171.126.6,udp,0.001014,146,178,dns,,0
59.166.0.2,149.171.126.7,tcp,0.047833,4238,61348,-,,0
59.166.0.1,149.171.126.2,tcp,0.223382,8928,320,ftp-data,,0
59.166.0.1,149.171.126.5,udp,0.001109,146,178,-,,0
59.166.0.0,149.171.126.8,tcp,0.444372,8928,320,ftp-data,,0
59.166.0.1,149.171.126.8,tcp,1.097636,1684,10168,http,,0
59.166.0.5,149.171.126.3,tcp,0.010881,2438,19420,-,,0
59.166.0.5,149.171.126.4,udp,0.001051,146,178,dns,,0
59.166.0.0,149.171.126.2,tcp,0.045688,5174,89856,-,,0
59.166.0.2,149.171.126.6,tcp,0.493695,37178,3380,-,,0
59.166.0.1,149.171.126.3,tcp,0.021941,3302,37798,-,,0
59.166.0.7,149.171.126.2,tcp,0.015107,2542,18574,-,,0
59.166.0.8,149.171.126.4,tcp,0.021977,3390,42510,-,,0
59.166.0.0,149.171.126.4,tcp,1.992726,7812,15048,-,,0
59.166.0.4,149.171.126.0,udp,0.004707,568,320,-,,0
59.166.0.8,149.171.126.3,tcp,0.487948,2054,2478,-,,0
59.166.0.9,149.171.126.4,tcp,1.004865,1580,10168,-,,0
59.166.0.3,149.171.126.5,tcp,0.099927,3302,37226,-,,0
59.166.0.2,149.171.126.4,tcp,0.02858,4014,59460,-,,0
59.166.0.4,149.171.126.0,tcp,1.138988,1684,10168,-,,0
59.166.0.2,149.171.126.6,tcp,0.015109,8928,320,ftp-data,,0
59.166.0.6,149.171.126.7,tcp,0.046322,320,1894,ftp-data,,0
59.166.0.8,149.171.126.4,udp,0.001063,146,178,dns,,0
59.166.0.8,149.171.126.4,udp,0.001591,528,304,-,,0
59.166.0.6,149.171.126.5,tcp,0.00634,4908,2344,-,,0
59.166.0.3,149.171.126.9,tcp,0.038936,2958,29182,-,,0
59.166.0.4,149.171.126.3,udp,0.00104,130,162,-,,0
59.166.0.6,149.171.126.4,tcp,0.008893,2230,14740,-,,0
59.166.0.2,149.171.126.6,tcp,0.027913,3926,57982,-,,0
59.166.0.2,149.171.126.9,tcp,0.016049,2334,16838,-,,0
59.166.0.2,149.171.126.4,tcp,9.031619,19098,1087890,http,,0
59.166.0.4,149.171.126.9,tcp,0.028621,2646,27346,-,,0
59.166.0.1,149.171.126.1,tcp,0.018857,2974,31400,-,,0
59.166.0.2,149.171.126.7,udp,0.001063,130,162,dns,,0
149.171.126.7,59.166.0.2,tcp,0.845606,3630,2718,-,,0
59.166.0.5,149.171.126.8,udp,0.000888,130,162,dns,,0
59.166.0.0,149.171.126.7,udp,0.001142,132,164,dns,,0
59.166.0.4,149.171.126.7,tcp,0.750543,2934,3742,ftp,,0
59.166.0.1,149.171.126.6,udp,0.000981,146,178,-,,0
59.166.0.4,149.171.126.2,udp,0.004875,568,312,-,,0
59.166.0.8,149.171.126.8,udp,0.001045,146,178,dns,,0
59.166.0.4,149.171.126.5,udp,0.001042,130,162,dns,,0
59.166.0.8,149.171.126.3,tcp,0.005918,1958,2308,-,,0
59.166.0.6,149.171.126.4,tcp,0.003407,320,1836,ftp-data,,0
59.166.0.3,149.171.126.3,tcp,0.035003,2750,27344,-,,0
59.166.0.9,149.171.126.6,tcp,0.041979,4550,67604,-,,0
59.166.0.7,149.171.126.4,udp,0.001769,512,304,-,,0
59.166.0.7,149.171.126.3,udp,0.005154,568,304,-,,0
59.166.0.7,149.171.126.1,tcp,0.055142,4654,82346,-,,0
59.166.0.4,149.171.126.6,udp,0.001204,146,178,dns,,0
10.40.182.3,10.40.182.3,arp,0.0,46,0,-,,0
59.166.0.6,149.171.126.8,tcp,1.10413,1684,10168,-,,0
10.40.85.1,224.0.0.5,ospf,0.0,384,0,-,,0
59.166.0.2,149.171.126.6,tcp,0.320895,2974,33122,-,,0
59.166.0.5,149.171.126.2,tcp,0.228377,8928,320,-,,0
59.166.0.8,149.171.126.7,tcp,0.111304,4238,56626,-,,0
59.166.0.8,149.171.126.6,udp,0.000978,130,162,dns,,0
59.166.0.1,149.171.126.4,udp,0.001008,146,178,dns,,0
59.166.0.5,149.171.126.4,tcp,0.101455,4238,65118,-,,0
59.166.0.7,149.171.126.2,tcp,0.069855,2974,33550,-,,0
59.166.0.2,149.171.126.7,tcp,2.106349,3106,27552,-,,0
59.166.0.0,149.171.126.7,tcp,0.054447,2854,31538,-,,0
59.166.0.0,149.171.126.1,tcp,0.018628,2750,27602,-,,0
59.166.0.0,149.171.126.4,tcp,0.087926,3728,5474,ssh,,0
59.166.0.0,149.171.126.3,tcp,0.017283,2854,30136,-,,0
59.166.0.1,149.171.126.2,tcp,0.105605,1244,2574,-,,0
59.166.0.0,149.171.126.5,tcp,0.004839,3872,2456,-,,0
149.171.126.18,175.45.176.1,udp,1.1e-05,264,0,dns,,0
59.166.0.3,149.171.126.2,tcp,0.020071,2438,20718,-,,0
59.166.0.8,149.171.126.5,tcp,0.203732,12752,13202,-,,0
59.166.0.9,149.171.126.4,tcp,6.382765,2934,3738,ftp,,0
59.166.0.4,149.171.126.4,udp,0.001075,146,178,dns,,0
59.166.0.5,149.171.126.3,tcp,0.086958,4550,67604,-,,0
59.166.0.6,149.171.126.4,tcp,13.357695,19306,1087890,http,,0
59.166.0.6,149.171.126.4,tcp,0.008935,2230,15236,-,,0
59.166.0.1,149.171.126.9,tcp,0.013118,2766,24004,-,,0
